"id","budburst","leafout","tx","chill","lo.ht","thick1","thick2","tough1","tough2","budset","shoots","roots","ht.final","chill1","chill2","species","dvr","tough","tough.date","tough.age","bset","budsetdoy","gslength","rgr_final","thick"
"BETPAP_46",21,43,1,2,38.6,0.18,0.227,0.2,0.27,NA,NA,NA,NA,1,0,"BETPAP",22,0.235,177,138.4,NA,NA,NA,NA,0.2035
"BETPAP_56",14,40,0,2,45.2,0.17,0.177,0.31,0.18,2019-08-21,NA,NA,47.3,1,0,"BETPAP",26,0.245,177,131.8,233,233,187.8,1.11821086261981,0.1735
"BETPAP_66",16,37,1,2,39,0.152,0.165,0.27,0.27,NA,NA,NA,NA,1,0,"BETPAP",21,0.27,177,138,NA,NA,NA,NA,0.1585
"BETPAP_76",11,32,0,2,27.8,0.154,0.227,0.41,0.33,NA,NA,NA,NA,1,0,"BETPAP",21,0.37,177,149.2,NA,NA,NA,NA,0.1905
"BETPAP_86",14,35,1,2,29.2,0.15,0.159,0.24,0.27,2019-08-30,NA,NA,36.7,1,0,"BETPAP",21,0.255,177,147.8,242,242,212.8,3.52443609022557,0.1545
"BETPAP_96",9,28,0,2,45.8,0.165,0.18,0.36,0.24,NA,NA,NA,NA,1,0,"BETPAP",19,0.3,177,131.2,NA,NA,NA,NA,0.1725
"BETPAP_106",18,43,1,2,47.7,0.144,0.172,0.18,0.28,2019-08-30,NA,NA,NA,1,0,"BETPAP",25,0.23,177,129.3,242,242,194.3,NA,0.158
"BETPAP_116",7,25,0,2,35,0.194,0.21,0.24,0.29,NA,NA,NA,NA,1,0,"BETPAP",18,0.265,177,142,NA,NA,NA,NA,0.202
"BETPAP_126",14,30,1,2,35,0.148,0.169,0.24,0.23,NA,NA,NA,NA,1,0,"BETPAP",16,0.235,177,142,NA,NA,NA,NA,0.1585
"BETPAP_136",14,25,0,2,38.7,0.213,0.257,0.16,0.21,NA,NA,NA,NA,1,0,"BETPAP",11,0.185,177,138.3,NA,NA,NA,NA,0.235
"BETPAP_146",21,40,1,2,40.4,0.151,0.183,0.12,0.15,NA,NA,NA,NA,1,0,"BETPAP",19,0.135,177,136.6,NA,NA,NA,NA,0.167
"BETPAP_156",14,30,0,2,38.7,0.153,0.17,0.24,0.31,NA,NA,NA,NA,1,0,"BETPAP",16,0.275,177,138.3,NA,NA,NA,NA,0.1615
"BETPAP_166",14,32,1,2,47.1,0.19,0.194,0.2,0.29,NA,NA,NA,NA,1,0,"BETPAP",18,0.245,177,129.9,NA,NA,NA,NA,0.192
"BETPAP_18",14,26,0,3,38.6,0.136,0.133,0.22,0.33,NA,NA,NA,NA,0,1,"BETPAP",12,0.275,163,124.4,NA,NA,NA,NA,0.1345
"BETPAP_28",14,32,1,3,33.5,0.166,0.169,0.28,0.12,NA,NA,NA,NA,0,1,"BETPAP",18,0.2,163,129.5,NA,NA,NA,NA,0.1675
"BETPAP_38",11,26,0,3,36.2,0.149,0.199,0.33,0.34,NA,NA,NA,NA,0,1,"BETPAP",15,0.335,163,126.8,NA,NA,NA,NA,0.174
"BETPAP_48",16,37,1,3,40.1,0.18,0.159,0.28,0.31,NA,NA,NA,NA,0,1,"BETPAP",21,0.295,163,122.9,NA,NA,NA,NA,0.1695
"BETPAP_58",11,26,0,3,45.7,0.151,0.207,0.42,0.33,2019-08-30,NA,NA,NA,0,1,"BETPAP",15,0.375,163,117.3,242,221,175.3,NA,0.179
"BETPAP_68",21,35,1,3,37.2,0.124,0.172,0.16,0.2,NA,NA,NA,NA,0,1,"BETPAP",14,0.18,163,125.8,NA,NA,NA,NA,0.148
"BETPAP_78",26,37,0,3,46.6,0.13,0.146,0.14,0.18,NA,NA,NA,NA,0,1,"BETPAP",11,0.16,163,116.4,NA,NA,NA,NA,0.138
"BETPAP_88",7,29,1,3,33,0.139,0.123,0.29,0.24,NA,NA,NA,NA,0,1,"BETPAP",22,0.265,163,130,NA,NA,NA,NA,0.131
"BETPAP_98",7,23,0,3,28.4,0.146,0.135,0.35,0.22,NA,NA,NA,NA,0,1,"BETPAP",16,0.285,163,134.6,NA,NA,NA,NA,0.1405
"BETPAP_108",16,32,1,3,45.6,0.181,0.159,0.19,0.19,2019-08-21,NA,NA,NA,0,1,"BETPAP",16,0.19,163,117.4,233,212,166.4,NA,0.17
"BETPAP_118",16,32,0,3,30.8,0.146,0.12,0.23,0.18,NA,NA,NA,NA,0,1,"BETPAP",16,0.205,163,132.2,NA,NA,NA,NA,0.133
"BETPAP_128",7,26,1,3,36,0.143,0.13,0.22,0.22,NA,NA,NA,NA,0,1,"BETPAP",19,0.22,163,127,NA,NA,NA,NA,0.1365
"BETPAP_138",14,26,0,3,38.4,0.166,0.147,0.2,0.12,NA,NA,NA,NA,0,1,"BETPAP",12,0.16,163,124.6,NA,NA,NA,NA,0.1565
"BETPAP_148",14,44,1,3,31.4,0.13,0.152,0.21,0.12,NA,NA,NA,NA,0,1,"BETPAP",30,0.165,163,131.6,NA,NA,NA,NA,0.141
"BETPAP_158",9,23,0,3,25.8,0.198,0.25,0.15,0.14,NA,NA,NA,NA,0,1,"BETPAP",14,0.145,163,137.2,NA,NA,NA,NA,0.224
"BETPAP_168",16,32,1,3,39.7,0.167,0.173,0.13,0.18,NA,NA,NA,NA,0,1,"BETPAP",16,0.155,163,123.3,NA,NA,NA,NA,0.17
"BETPOP_14",15,34,0,1,56.2,0.147,0.18,0.22,0.3,NA,NA,NA,NA,0,0,"BETPOP",19,0.26,176,119.8,NA,NA,NA,NA,0.1635
"BETPOP_24",22,41,1,1,56.4,0.149,0.154,0.18,0.2,NA,NA,NA,NA,0,0,"BETPOP",19,0.19,176,119.6,NA,NA,NA,NA,0.1515
"BETPOP_34",15,36,0,1,60.5,0.147,0.15,0.34,0.36,NA,NA,NA,NA,0,0,"BETPOP",21,0.35,176,115.5,NA,NA,NA,NA,0.1485
"BETPOP_44",22,38,1,1,56.5,0.122,0.138,0.33,0.25,NA,NA,NA,NA,0,0,"BETPOP",16,0.29,176,119.5,NA,NA,NA,NA,0.13
"BETPOP_54",22,38,0,1,53.8,0.158,0.154,0.25,0.49,NA,NA,NA,NA,0,0,"BETPOP",16,0.37,176,122.2,NA,NA,NA,NA,0.156
"BETPOP_64",20,38,1,1,49.4,0.16,0.155,0.17,0.17,NA,NA,NA,NA,0,0,"BETPOP",18,0.17,176,126.6,NA,NA,NA,NA,0.1575
"BETPOP_74",20,31,0,1,39.4,0.12,0.134,0.18,0.31,NA,NA,NA,NA,0,0,"BETPOP",11,0.245,176,136.6,NA,NA,NA,NA,0.127
"BETPOP_84",27,41,1,1,45.1,0.173,0.134,0.19,0.35,NA,NA,NA,NA,0,0,"BETPOP",14,0.27,176,130.9,NA,NA,NA,NA,0.1535
"BETPOP_94",17,41,0,1,46.2,0.144,0.157,0.59,0.39,NA,NA,NA,NA,0,0,"BETPOP",24,0.49,176,129.8,NA,NA,NA,NA,0.1505
"BETPOP_104",24,41,1,1,44.8,0.156,0.138,0.36,0.3,NA,NA,NA,NA,0,0,"BETPOP",17,0.33,176,131.2,NA,NA,NA,NA,0.147
"BETPOP_114",20,38,0,1,55.7,0.137,0.146,0.21,0.39,NA,NA,NA,NA,0,0,"BETPOP",18,0.3,176,120.3,NA,NA,NA,NA,0.1415
"BETPOP_124",17,38,1,1,37.1,0.175,0.124,0.22,0.28,NA,NA,NA,NA,0,0,"BETPOP",21,0.25,176,138.9,NA,NA,NA,NA,0.1495
"BETPOP_134",20,34,0,1,52.8,0.169,0.197,0.36,0.3,NA,NA,NA,NA,0,0,"BETPOP",14,0.33,176,123.2,NA,NA,NA,NA,0.183
"BETPOP_144",17,38,1,1,43.8,0.157,0.126,0.36,0.37,NA,NA,NA,NA,0,0,"BETPOP",21,0.365,176,132.2,NA,NA,NA,NA,0.1415
"BETPOP_154",15,34,0,1,51.7,0.153,0.166,0.34,0.49,NA,NA,NA,NA,0,0,"BETPOP",19,0.415,176,124.3,NA,NA,NA,NA,0.1595
"BETPOP_164",24,41,1,1,47,0.157,0.135,0.32,0.4,NA,NA,NA,NA,0,0,"BETPOP",17,0.36,176,129,NA,NA,NA,NA,0.146
"BETPOP_16",14,32,0,2,50.2,0.139,0.229,0.2,0.21,NA,NA,NA,NA,1,0,"BETPOP",18,0.205,177,126.8,NA,NA,NA,NA,0.184
"BETPOP_26",23,37,1,2,48.8,0.165,0.132,0.26,0.23,NA,NA,NA,NA,1,0,"BETPOP",14,0.245,177,128.2,NA,NA,NA,NA,0.1485
"BETPOP_36",16,32,0,2,36,0.151,0.16,0.28,0.36,NA,NA,NA,NA,1,0,"BETPOP",16,0.32,177,141,NA,NA,NA,NA,0.1555
"BETPOP_46",18,40,1,2,51.4,0.169,0.149,0.5,0.38,NA,NA,NA,NA,1,0,"BETPOP",22,0.44,177,125.6,NA,NA,NA,NA,0.159
"BETPOP_56",14,30,0,2,36.2,0.157,0.149,0.28,0.32,NA,NA,NA,NA,1,0,"BETPOP",16,0.3,177,140.8,NA,NA,NA,NA,0.153
"BETPOP_66",23,37,1,2,54.8,0.131,0.161,0.2,0.27,NA,NA,NA,NA,1,0,"BETPOP",14,0.235,177,122.2,NA,NA,NA,NA,0.146
"BETPOP_76",18,35,0,2,59.1,0.141,0.188,0.2,0.26,NA,NA,NA,NA,1,0,"BETPOP",17,0.23,177,117.9,NA,NA,NA,NA,0.1645
"BETPOP_86",14,32,1,2,46,0.135,0.145,0.25,0.17,NA,NA,NA,NA,1,0,"BETPOP",18,0.21,177,131,NA,NA,NA,NA,0.14
"BETPOP_96",18,32,0,2,51.3,0.153,0.181,0.36,0.37,NA,NA,NA,NA,1,0,"BETPOP",14,0.365,177,125.7,NA,NA,NA,NA,0.167
"BETPOP_106",16,32,1,2,34.2,0.134,0.143,0.28,0.21,NA,NA,NA,NA,1,0,"BETPOP",16,0.245,177,142.8,NA,NA,NA,NA,0.1385
"BETPOP_116",16,32,0,2,43.6,0.145,0.143,0.16,0.18,NA,NA,NA,NA,1,0,"BETPOP",16,0.17,177,133.4,NA,NA,NA,NA,0.144
"BETPOP_126",25,40,1,2,50,0.153,0.12,0.2,0.3,NA,NA,NA,NA,1,0,"BETPOP",15,0.25,177,127,NA,NA,NA,NA,0.1365
"BETPOP_136",18,32,0,2,46.2,0.123,0.15,0.2,0.21,NA,NA,NA,NA,1,0,"BETPOP",14,0.205,177,130.8,NA,NA,NA,NA,0.1365
"BETPOP_146",18,32,1,2,47.4,0.15,0.135,0.17,0.3,NA,NA,NA,NA,1,0,"BETPOP",14,0.235,177,129.6,NA,NA,NA,NA,0.1425
"BETPOP_156",16,32,0,2,56.8,0.154,0.172,0.18,0.25,NA,NA,NA,NA,1,0,"BETPOP",16,0.215,177,120.2,NA,NA,NA,NA,0.163
"BETPOP_166",25,37,1,2,53.4,0.151,0.169,0.39,0.24,NA,NA,NA,NA,1,0,"BETPOP",12,0.315,177,123.6,NA,NA,NA,NA,0.16
"BETPOP_18",16,29,0,3,51.8,0.131,0.138,0.16,0.25,NA,NA,NA,NA,0,1,"BETPOP",13,0.205,163,111.2,NA,NA,NA,NA,0.1345
"BETPOP_28",18,32,1,3,54.1,0.112,0.116,0.18,0.33,NA,NA,NA,NA,0,1,"BETPOP",14,0.255,163,108.9,NA,NA,NA,NA,0.114
"BETPOP_38",21,32,0,3,46.6,0.11,0.133,0.19,0.19,NA,NA,NA,NA,0,1,"BETPOP",11,0.19,163,116.4,NA,NA,NA,NA,0.1215
"BETPOP_48",21,32,1,3,47.9,0.147,0.11,0.26,0.16,NA,NA,NA,NA,0,1,"BETPOP",11,0.21,163,115.1,NA,NA,NA,NA,0.1285
"BETPOP_58",16,29,0,3,41.4,0.147,0.125,0.18,0.21,NA,NA,NA,NA,0,1,"BETPOP",13,0.195,163,121.6,NA,NA,NA,NA,0.136
"BETPOP_68",18,32,1,3,53.4,0.085,0.118,0.33,0.18,NA,NA,NA,NA,0,1,"BETPOP",14,0.255,163,109.6,NA,NA,NA,NA,0.1015
"BETPOP_78",14,26,0,3,51.6,0.126,0.108,0.45,0.38,NA,NA,NA,NA,0,1,"BETPOP",12,0.415,163,111.4,NA,NA,NA,NA,0.117
"BETPOP_88",14,37,1,3,50.6,0.124,0.096,0.21,0.2,NA,NA,NA,NA,0,1,"BETPOP",23,0.205,163,112.4,NA,NA,NA,NA,0.11
"BETPOP_98",21,32,0,3,54.7,0.146,0.109,0.29,0.2,NA,NA,NA,NA,0,1,"BETPOP",11,0.245,163,108.3,NA,NA,NA,NA,0.1275
"BETPOP_108",16,32,1,3,55.2,0.114,0.09,0.25,0.12,NA,NA,NA,NA,0,1,"BETPOP",16,0.185,163,107.8,NA,NA,NA,NA,0.102
"BETPOP_118",14,26,0,3,49.8,0.079,0.085,0.57,0.34,NA,NA,NA,NA,0,1,"BETPOP",12,0.455,163,113.2,NA,NA,NA,NA,0.082
"BETPOP_128",16,29,1,3,51.6,0.092,0.136,0.4,0.2,NA,NA,NA,NA,0,1,"BETPOP",13,0.3,163,111.4,NA,NA,NA,NA,0.114
"BETPOP_138",21,29,0,3,53.7,0.11,0.137,0.21,0.18,NA,NA,NA,NA,0,1,"BETPOP",8,0.195,163,109.3,NA,NA,NA,NA,0.1235
"BETPOP_148",16,29,1,3,46.3,0.13,0.133,0.2,0.19,NA,NA,NA,NA,0,1,"BETPOP",13,0.195,163,116.7,NA,NA,NA,NA,0.1315
"BETPOP_158",14,26,0,3,49,0.112,0.144,0.2,0.16,NA,NA,NA,NA,0,1,"BETPOP",12,0.18,163,114,NA,NA,NA,NA,0.128
"BETPOP_168",16,32,1,3,46.5,0.139,0.089,0.28,0.17,NA,NA,NA,NA,0,1,"BETPOP",16,0.225,163,116.5,NA,NA,NA,NA,0.114
"CORRAC_14",13,27,0,1,55.8,0.126,0.132,0.33,0.44,NA,NA,NA,NA,0,0,"CORRAC",14,0.385,176,120.2,NA,NA,NA,NA,0.129
"CORRAC_24",15,29,1,1,57.6,0.127,0.131,0.52,0.5,NA,NA,NA,NA,0,0,"CORRAC",14,0.51,176,118.4,NA,NA,NA,NA,0.129
"CORRAC_34",13,31,0,1,61.1,0.129,0.133,0.32,0.39,2019-09-06,NA,NA,63.8,0,0,"CORRAC",18,0.355,176,114.9,249,249,187.9,1.43693453964875,0.131
"CORRAC_44",29,45,1,1,31.8,0.099,0.117,0.59,0.6,NA,NA,NA,NA,0,0,"CORRAC",16,0.595,176,144.2,NA,NA,NA,NA,0.108
"CORRAC_54",13,24,0,1,34.2,0.119,0.155,0.54,0.42,NA,NA,NA,NA,0,0,"CORRAC",11,0.48,176,141.8,NA,NA,NA,NA,0.137
"CORRAC_64",17,41,1,1,54.4,0.118,0.178,0.38,0.43,2019-08-30,NA,NA,56.4,0,0,"CORRAC",24,0.405,176,121.6,242,242,187.6,1.06609808102345,0.148
"CORRAC_74",20,45,0,1,51.6,0.145,0.158,0.29,0.43,NA,NA,NA,NA,0,0,"CORRAC",25,0.36,176,124.4,NA,NA,NA,NA,0.1515
"CORRAC_84",29,43,1,1,51.8,0.126,0.137,0.42,0.38,2019-09-06,NA,NA,91.7,0,0,"CORRAC",14,0.4,176,124.2,249,249,197.2,20.2332657200811,0.1315
"CORRAC_94",17,36,0,1,54.1,0.11,0.136,0.41,0.46,NA,NA,NA,NA,0,0,"CORRAC",19,0.435,176,121.9,NA,NA,NA,NA,0.123
"CORRAC_104",14,36,1,1,49.2,0.094,0.122,0.27,0.41,NA,NA,NA,NA,0,0,"CORRAC",22,0.34,176,126.8,NA,NA,NA,NA,0.108
"CORRAC_114",20,41,0,1,51.3,0.113,0.131,0.37,0.28,NA,NA,NA,NA,0,0,"CORRAC",21,0.325,176,124.7,NA,NA,NA,NA,0.122
"CORRAC_124",8,27,1,1,58.2,0.09,0.136,0.35,0.37,2019-08-30,NA,NA,61.5,0,0,"CORRAC",19,0.36,176,117.8,242,242,183.8,1.79542981501632,0.113
"CORRAC_134",10,27,0,1,53.6,0.103,0.115,0.26,0.32,2019-08-30,NA,NA,61.2,0,0,"CORRAC",17,0.29,176,122.4,242,242,188.4,4.03397027600849,0.109
"CORRAC_144",10,31,1,1,60.8,0.121,0.171,0.23,0.11,2019-08-30,NA,NA,62.7,0,0,"CORRAC",21,0.17,176,115.2,242,242,181.2,1.04856512141281,0.146
"CORRAC_154",8,22,0,1,55.4,0.115,0.124,0.36,0.34,NA,NA,NA,NA,0,0,"CORRAC",14,0.35,176,120.6,NA,NA,NA,NA,0.1195
"CORRAC_164",13,29,1,1,58.4,0.094,0.119,0.26,0.28,2019-09-06,NA,NA,61,0,0,"CORRAC",16,0.27,176,117.6,249,249,190.6,1.36411332633788,0.1065
"CORRAC_16",14,32,0,2,48.4,0.173,0.195,0.27,0.22,2019-09-10,NA,NA,53,1,0,"CORRAC",18,0.245,177,128.6,253,253,204.6,2.24828934506354,0.184
"CORRAC_26",21,43,1,2,39.5,0.12,0.148,0.31,0.49,NA,NA,NA,NA,1,0,"CORRAC",22,0.4,177,137.5,NA,NA,NA,NA,0.134
"CORRAC_36",14,30,0,2,57.6,0.19,0.252,0.24,0.33,NA,NA,NA,NA,1,0,"CORRAC",16,0.285,177,119.4,NA,NA,NA,NA,0.221
"CORRAC_46",23,43,1,2,53.8,0.115,0.126,0.27,0.33,NA,NA,NA,NA,1,0,"CORRAC",20,0.3,177,123.2,NA,NA,NA,NA,0.1205
"CORRAC_56",25,40,0,2,39.6,0.175,0.171,0.24,0.34,NA,NA,NA,NA,1,0,"CORRAC",15,0.29,177,137.4,NA,NA,NA,NA,0.173
"CORRAC_66",14,30,1,2,39.1,0.181,0.151,0.26,0.25,2019-09-06,NA,NA,58.8,1,0,"CORRAC",16,0.255,177,137.9,249,249,209.9,9.38542162934731,0.166
"CORRAC_76",16,30,0,2,52,0.143,0.13,0.42,0.56,NA,NA,NA,NA,1,0,"CORRAC",14,0.49,177,125,NA,NA,NA,NA,0.1365
"CORRAC_86",21,37,1,2,48.2,0.144,0.168,0.24,0.29,2019-09-06,NA,NA,98.7,1,0,"CORRAC",16,0.265,177,128.8,249,249,200.8,25.1494023904382,0.156
"CORRAC_96",14,28,0,2,48.2,0.169,0.195,0.22,0.21,2019-09-06,NA,NA,51.2,1,0,"CORRAC",14,0.215,177,128.8,249,249,200.8,1.49402390438247,0.182
"CORRAC_106",21,43,1,2,51.2,0.16,0.162,0.24,0.25,2019-09-10,NA,NA,58.8,1,0,"CORRAC",22,0.245,177,125.8,253,253,201.8,3.76610505450941,0.161
"CORRAC_116",14,35,0,2,51.4,0.117,0.142,0.18,0.21,NA,NA,NA,NA,1,0,"CORRAC",21,0.195,177,125.6,NA,NA,NA,NA,0.1295
"CORRAC_126",11,28,1,2,43.6,0.142,0.171,0.38,0.38,2019-09-06,NA,NA,NA,1,0,"CORRAC",17,0.38,177,133.4,249,249,205.4,NA,0.1565
"CORRAC_136",7,21,0,2,50.2,0.166,0.165,0.31,0.33,NA,NA,NA,NA,1,0,"CORRAC",14,0.32,177,126.8,NA,NA,NA,NA,0.1655
"CORRAC_146",9,30,1,2,50.2,0.098,0.111,0.36,0.18,NA,NA,NA,NA,1,0,"CORRAC",21,0.27,177,126.8,NA,NA,NA,NA,0.1045
"CORRAC_156",14,32,0,2,45,0.12,0.15,0.1,0.23,NA,NA,NA,NA,1,0,"CORRAC",18,0.165,177,132,NA,NA,NA,NA,0.135
"CORRAC_166",11,28,1,2,34.2,0.108,0.147,0.48,0.44,NA,NA,NA,NA,1,0,"CORRAC",17,0.46,177,142.8,NA,NA,NA,NA,0.1275
"CORRAC_18",14,29,0,3,62.9,0.113,0.184,0.3,0.15,NA,NA,NA,NA,0,1,"CORRAC",15,0.225,163,100.1,NA,NA,NA,NA,0.1485
"CORRAC_28",9,37,1,3,49.5,0.082,0.129,0.41,0.32,2019-09-10,NA,NA,NA,0,1,"CORRAC",28,0.365,163,113.5,253,232,182.5,NA,0.1055
"CORRAC_38",18,29,0,3,41.6,0.094,0.122,0.53,0.42,NA,NA,NA,NA,0,1,"CORRAC",11,0.475,163,121.4,NA,NA,NA,NA,0.108
"CORRAC_48",18,32,1,3,50.3,0.105,0.171,0.13,0.35,NA,NA,NA,NA,0,1,"CORRAC",14,0.24,163,112.7,NA,NA,NA,NA,0.138
"CORRAC_58",26,37,0,3,49.6,0.097,0.118,0.22,0.18,NA,NA,NA,NA,0,1,"CORRAC",11,0.2,163,113.4,NA,NA,NA,NA,0.1075
