"id","budburst","leafout","tx","chill","lo.ht","thick1","thick2","tough1","tough2","budset","shoots","roots","ht.final","mg.cm2","phenol","chlavg","ht.diff","meristem","ht.prebudset","chill1","chill2","species","dvr","tough","thick","tough.date","tough.age","reltough","ht.late","ht.date.new","bset","budsetdoy","gslength","rgr_prebudset","rgr_final","folin"
"ALNRUG_128",21,42,1,3,25.5,0.136,0.127,0.24,0.3,NA,NA,NA,NA,0.0171,"","34.075",5.3,0,59.8,0,1,"ALNRUG",21,0.27,0.1315,163,137.5,1.96363636363636,34.3,142,NA,NA,NA,34.3,NA,NA
"ALNRUG_138",16,35,0,3,27,0.115,0.138,0.23,0.19,NA,NA,NA,NA,0.0183,"","35.15",1.8,0,90.8,0,1,"ALNRUG",19,0.21,0.1265,163,136,1.54411764705882,63.8,142,NA,NA,NA,59.6261682242991,NA,NA
"ALNRUG_148",18,42,1,3,28.3,0.107,0.124,0.29,0.24,NA,NA,NA,NA,0.0149,"","32.025",13.1,0,78.8,0,1,"ALNRUG",24,0.265,0.1155,163,134.7,1.96733481811433,50.5,142,NA,NA,NA,50.5,NA,NA
"ALNRUG_158",21,39,0,3,33.1,0.124,0.197,0.35,0.28,NA,NA,NA,NA,0.0246,"","40.525",4.8,0,65.1,0,1,"ALNRUG",18,0.315,0.1605,163,129.9,2.42494226327945,32,142,NA,NA,NA,31.0679611650485,NA,NA
"ALNRUG_168",26,42,1,3,23.4,0.161,0.152,0.4,0.4,NA,NA,NA,NA,0.0194,"","36.1",13.4,1,90.2,0,1,"ALNRUG",16,0.4,0.1565,163,139.6,2.86532951289398,66.8,142,NA,NA,NA,66.8,NA,NA
"BETPAP_14",24,43,0,1,40.2,0.169,0.184,0.31,0.3,2019-08-30,2.8668,13.93,42.1,0.0111,"-0.05","28.325",2.2,NA,43.4,0,0,"BETPAP",19,0.305,0.1765,176,135.8,2.2459499263623,3.2,176,242,242,201.8,2.40601503759398,0.941526263627353,0.000405949028127051
"BETPAP_24",13,31,1,1,33.9,0.158,0.208,0.2,0.3,2019-11-04,7.673,18.504,67,0.0067,"-0.02","23.825",2.8,1,36.2,0,0,"BETPAP",18,0.25,0.183,176,142.1,1.75932441942294,2.3,176,308,308,274.1,1.58620689655173,12.0758847136082,-0.0012243683539093
"BETPAP_34",13,27,0,1,34.4,0.159,0.148,0.31,0.3,2019-10-15,13.10369,12.91,62.2,0.0124,"-0.03","29.6",5.3,0,35.3,0,0,"BETPAP",14,0.305,0.1535,176,141.6,2.15395480225989,0.899999999999999,176,288,288,253.6,0.604026845637583,10.9621451104101,-0.000680929226563848
"BETPAP_44",10,34,1,1,32.8,0.158,0.17,0.21,0.21,2019-11-15,NA,NA,70.2,0.0066,"0","23.75",4.2,1,65.4,0,0,"BETPAP",24,0.21,0.164,176,143.2,1.46648044692737,32.6,176,319,319,286.2,22.9577464788732,13.067784765898,-0.0023112466086002
"BETPAP_54",13,27,0,1,36.1,0.182,0.179,0.28,0.29,2019-08-30,3.18601,12.56,48.8,0.0127,"-0.03","29.9",11.5,NA,60.2,0,0,"BETPAP",14,0.285,0.1805,176,139.9,2.03716940671909,24.1,176,242,242,205.9,16.1744966442953,6.16804273919378,-0.000680929226563848
"BETPAP_64",13,43,1,1,39.4,0.169,0.181,0.36,0.32,NA,NA,NA,NA,0.0129,"-0.04","30.125",10.3,1,45.4,0,0,"BETPAP",30,0.34,0.175,176,136.6,2.48901903367496,6,176,NA,NA,NA,4.51127819548872,NA,-0.000137490099218399
"BETPAP_74",13,27,0,1,34.1,0.141,0.211,0.35,0.31,2019-11-04,16.037,24.081,83,0.0138,"-0.08","31.025",9.8,1,57.5,0,0,"BETPAP",14,0.33,0.176,176,141.9,2.32558139534884,23.4,176,308,308,273.9,15.7046979865772,17.8532311062432,0.0020362664101634
"BETPAP_84",13,27,1,1,41.2,0.168,0.196,0.46,0.28,2019-08-30,4.51162,14.5,NA,0.015,"-0.08","32.125",5.7,NA,37.4,0,0,"BETPAP",14,0.37,0.182,176,134.8,2.74480712166172,-3.8,176,242,242,200.8,-2.5503355704698,NA,0.0020362664101634
"BETPAP_94",17,34,0,1,41.4,0.164,0.21,0.43,0.33,NA,NA,NA,NA,0.0101,"-0.12","27.375",7,0,46.9,0,0,"BETPAP",17,0.38,0.187,176,134.6,2.82317979197623,5.5,176,NA,NA,NA,3.87323943661972,NA,0.0042100229195452
"BETPAP_104",14,36,1,1,31.2,0.154,0.169,0.44,0.33,2019-11-26,NA,NA,NA,0.0111,"-0.08","28.325",3.5,1,43.5,0,0,"BETPAP",22,0.385,0.1615,176,144.8,2.65883977900552,12.3,176,330,330,298.8,8.78571428571428,NA,0.0020362664101634
"BETPAP_114",13,27,0,1,35.2,0.156,0.186,0.28,0.3,2019-11-15,NA,NA,NA,0.0125,"-0.04","29.7",6.2,0,47.6,0,0,"BETPAP",14,0.29,0.171,176,140.8,2.05965909090909,12.4,176,319,319,283.8,8.32214765100671,NA,-0.000137490099218399
"BETPAP_124",22,36,1,1,28.1,0.154,0.162,0.32,0.26,2019-10-17,19.4102,33.09,92.8,0.0104,"-0.03","27.65",4.3,0,51,0,0,"BETPAP",14,0.29,0.158,176,147.9,1.96078431372549,22.9,176,290,290,261.9,16.3571428571429,24.7040855288278,-0.000680929226563848
"BETPAP_134",13,31,0,1,30.6,0.17,0.139,0.31,0.31,NA,NA,NA,NA,0.0086,"-0.06","25.8",5.3,1,49.9,0,0,"BETPAP",18,0.31,0.1545,176,145.4,2.13204951856946,19.3,176,NA,NA,NA,13.3103448275862,NA,0.0009493881554725
"BETPAP_144",10,34,1,1,43.9,0.164,0.202,0.24,0.29,2019-10-17,22.6136,29.156,86.3,0.0097,"-0.05","26.925",10.6,0,47.3,0,0,"BETPAP",24,0.265,0.183,176,132.1,2.00605601816805,3.4,176,290,290,246.1,2.3943661971831,17.2287687931735,0.000405949028127051
"BETPAP_154",15,34,0,1,33.2,0.176,0.18,0.18,0.28,NA,NA,NA,NA,0.0063,"-0.11","22.8",4.5,0,59.7,0,0,"BETPAP",19,0.23,0.178,176,142.8,1.61064425770308,26.5,176,NA,NA,NA,18.6619718309859,NA,0.00366658379219975
"BETPAP_164",14,36,1,1,39,0.162,0.158,0.29,0.2,2019-10-22,15.941,21.35,76.2,0.005,"-0.1","21.95",6.7,0,62.1,0,0,"BETPAP",22,0.245,0.16,176,137,1.78832116788321,23.1,176,295,295,256,16.5,14.53125,0.0031231446648543
"BETPAP_16",16,35,0,2,28.4,0.13,0.153,0.31,0.23,NA,NA,NA,NA,0.0126,"","29.8",3.8,0,51.9,1,0,"BETPAP",19,0.27,0.1415,177,148.6,1.81695827725437,23.5,177,NA,NA,NA,16.5492957746479,NA,NA
"BETPAP_26",16,43,1,2,26.2,0.157,0.28,0.16,0.19,2019-11-19,NA,NA,NA,0.0109,"","28.125",12,0,64.7,1,0,"BETPAP",27,0.175,0.2185,177,150.8,1.1604774535809,38.5,177,323,323,296.8,28.7313432835821,NA,NA
"BETPAP_36",14,30,0,2,36.4,0.177,0.18,0.22,0.22,NA,NA,NA,NA,0.0186,"","35.4",5.2,0,42.4,1,0,"BETPAP",16,0.22,0.1785,177,140.6,1.5647226173542,6,177,NA,NA,NA,4.08163265306122,NA,NA
"BETPAP_46",21,43,1,2,38.6,0.18,0.227,0.2,0.27,2019-11-19,NA,NA,NA,0.0106,"","27.825",4,1,41.3,1,0,"BETPAP",22,0.235,0.2035,177,138.4,1.69797687861272,2.7,177,323,323,284.4,2.01492537313433,NA,NA
"BETPAP_56",14,40,0,2,45.2,0.17,0.177,0.31,0.18,2019-08-21,3.18601,12.56,47.3,0.0099,"","27.2",1.6,NA,46,1,0,"BETPAP",26,0.245,0.1735,177,131.8,1.85887708649469,0.799999999999997,177,233,233,187.8,0.583941605839414,1.11821086261981,NA
"BETPAP_66",16,37,1,2,39,0.152,0.165,0.27,0.27,2019-11-04,9.132,11.131,49.3,0.0107,"","28",14.1,0,49.1,1,0,"BETPAP",21,0.27,0.1585,177,138,1.95652173913044,10.1,177,308,308,269,7.21428571428571,3.82899628252788,NA
"BETPAP_76",11,32,0,2,27.8,0.154,0.227,0.41,0.33,2019-11-04,14.225,19.98,82.5,0.0084,"","25.625",4.8,0,55.2,1,0,"BETPAP",21,0.37,0.1905,177,149.2,2.4798927613941,27.4,177,308,308,280.2,18.8965517241379,19.5217701641685,NA
"BETPAP_86",14,35,1,2,29.2,0.15,0.159,0.24,0.27,2019-08-30,3.60172,6.654,36.7,0.0088,"","26.025",8.6,NA,36.1,1,0,"BETPAP",21,0.255,0.1545,177,147.8,1.72530446549391,6.9,177,242,242,212.8,4.85915492957747,3.52443609022557,NA
"BETPAP_96",9,28,0,2,45.8,0.165,0.18,0.36,0.24,2019-11-15,16.91,33.23,57.6,0.0188,"","35.575",11.1,0,57.5,1,0,"BETPAP",19,0.3,0.1725,177,131.2,2.28658536585366,11.7,177,319,319,273.2,7.85234899328859,4.31918008784773,NA
"BETPAP_106",18,43,1,2,47.7,0.144,0.172,0.18,0.28,2019-08-30,4.84042,7.62,NA,0.0136,"","30.775",0,NA,48.2,1,0,"BETPAP",25,0.23,0.158,177,129.3,1.77880897138438,0.5,177,242,242,194.3,0.373134328358209,NA,NA
"BETPAP_116",7,25,0,2,35,0.194,0.21,0.24,0.29,2019-11-15,10.22,24.42,52.1,0.0112,"","28.425",16.2,0,54.3,1,0,"BETPAP",18,0.265,0.202,177,142,1.86619718309859,19.3,177,319,319,284,12.6973684210526,6.02112676056338,NA
"BETPAP_126",14,30,1,2,35,0.148,0.169,0.24,0.23,NA,NA,NA,NA,0.0089,"","26.175",12.4,0,49.7,1,0,"BETPAP",16,0.235,0.1585,177,142,1.65492957746479,14.7,177,NA,NA,NA,10,NA,NA
"BETPAP_136",14,25,0,2,38.7,0.213,0.257,0.16,0.21,NA,NA,NA,NA,0.0208,"","37.275",4.8,0,55.5,1,0,"BETPAP",11,0.185,0.235,177,138.3,1.33767172812726,16.8,177,NA,NA,NA,11.0526315789474,NA,NA
"BETPAP_146",21,40,1,2,40.4,0.151,0.183,0.12,0.15,2019-11-26,NA,NA,NA,0.0136,"","28.45",4.3,0,54.1,1,0,"BETPAP",19,0.135,0.167,177,136.6,0.988286969253295,13.7,177,330,330,289.6,10,NA,NA
"BETPAP_156",14,30,0,2,38.7,0.153,0.17,0.24,0.31,NA,NA,NA,NA,0.0075,"","24.725",15.9,0,55.9,1,0,"BETPAP",16,0.275,0.1615,177,138.3,1.9884309472162,17.2,177,NA,NA,NA,11.7006802721088,NA,NA
"BETPAP_166",14,32,1,2,47.1,0.19,0.194,0.2,0.29,NA,NA,NA,NA,0.0096,"","26.825",-4.5,0,46.9,1,0,"BETPAP",18,0.245,0.192,177,129.9,1.8860662047729,-0.200000000000003,177,NA,NA,NA,-0.137931034482761,NA,NA
"BETPAP_18",14,26,0,3,38.6,0.136,0.133,0.22,0.33,2019-11-26,NA,NA,NA,0.016,"","33.05",7.9,0,63.4,0,1,"BETPAP",12,0.275,0.1345,163,124.4,2.21061093247588,24.8,142,330,309,270.4,21.3793103448276,NA,NA
"BETPAP_28",14,32,1,3,33.5,0.166,0.169,0.28,0.12,2019-11-04,18.901,23.02,82.7,0.0103,"","27.55",5.1,0,63.5,0,1,"BETPAP",18,0.2,0.1675,163,129.5,1.54440154440154,30,142,308,287,253.5,27.2727272727273,19.4082840236686,NA
"BETPAP_38",11,26,0,3,36.2,0.149,0.199,0.33,0.34,NA,NA,NA,NA,0.0164,"","33.425",9.2,0,46.4,0,1,"BETPAP",15,0.335,0.174,163,126.8,2.64195583596215,10.2,142,NA,NA,NA,8.79310344827586,NA,NA
"BETPAP_48",16,37,1,3,40.1,0.18,0.159,0.28,0.31,NA,NA,NA,NA,0.0104,"","27.65",1.4,0,64.9,0,1,"BETPAP",21,0.295,0.1695,163,122.9,2.40032546786005,24.8,142,NA,NA,NA,23.6190476190476,NA,NA
"BETPAP_58",11,26,0,3,45.7,0.151,0.207,0.42,0.33,2019-08-30,NA,9.174,NA,0.0211,"","37.575",16.6,NA,63.5,0,1,"BETPAP",15,0.375,0.179,163,117.3,3.19693094629156,17.8,142,242,221,175.3,15.3448275862069,NA,NA
"BETPAP_68",21,35,1,3,37.2,0.124,0.172,0.16,0.2,NA,NA,NA,NA,0.0078,"","24.95",8.1,1,46.2,0,1,"BETPAP",14,0.18,0.148,163,125.8,1.4308426073132,9,142,NA,NA,NA,8.41121495327103,NA,NA
"BETPAP_78",26,37,0,3,46.6,0.13,0.146,0.14,0.18,2019-11-15,NA,NA,NA,0.0055,"","22.575",5.1,0,60.8,0,1,"BETPAP",11,0.16,0.138,163,116.4,1.37457044673539,14.2,142,319,298,251.4,13.5238095238095,NA,NA
"BETPAP_88",7,29,1,3,33,0.139,0.123,0.29,0.24,NA,NA,NA,NA,0.0072,"","24.35",9.7,1,43.6,0,1,"BETPAP",22,0.265,0.131,163,130,2.03846153846154,10.6,142,NA,NA,NA,9.38053097345133,NA,NA
"BETPAP_98",7,23,0,3,28.4,0.146,0.135,0.35,0.22,2019-10-11,18.65,25.95,104,0.0141,"","31.275",9.3,0,81.1,0,1,"BETPAP",16,0.285,0.1405,163,134.6,2.11738484398217,52.7,142,284,263,234.6,44.2857142857143,32.2250639386189,NA
"BETPAP_108",16,32,1,3,45.6,0.181,0.159,0.19,0.19,2019-08-21,5.62255,11.35,NA,0.0119,"","29.125",8.7,NA,56,0,1,"BETPAP",16,0.19,0.17,163,117.4,1.61839863713799,10.4,142,233,212,166.4,9.45454545454545,NA,NA
"BETPAP_118",16,32,0,3,30.8,0.146,0.12,0.23,0.18,NA,NA,NA,NA,0.012,"","29.225",7.8,1,51.3,0,1,"BETPAP",16,0.205,0.133,163,132.2,1.55068078668684,20.5,142,NA,NA,NA,18.6363636363636,NA,NA
"BETPAP_128",7,26,1,3,36,0.143,0.13,0.22,0.22,NA,NA,NA,NA,0.0114,"","28.7",3.9,1,41.9,0,1,"BETPAP",19,0.22,0.1365,163,127,1.73228346456693,5.9,142,NA,NA,NA,5.08620689655172,NA,NA
"BETPAP_138",14,26,0,3,38.4,0.166,0.147,0.2,0.12,2019-10-15,16.07,23.22,75.3,0.0065,"","23.625",3.9,0,64.9,0,1,"BETPAP",12,0.16,0.1565,163,124.6,1.28410914927769,26.5,142,288,267,228.6,22.8448275862069,16.1417322834646,NA
"BETPAP_148",14,44,1,3,31.4,0.13,0.152,0.21,0.12,2019-11-15,NA,NA,NA,NA,"","27.025",2.4,1,50.6,0,1,"BETPAP",30,0.165,0.141,163,131.6,1.25379939209726,19.2,142,319,298,266.6,19.5918367346939,NA,NA
"BETPAP_158",9,23,0,3,25.8,0.198,0.25,0.15,0.14,2019-11-15,NA,NA,NA,0.0085,"","25.725",17.5,0,57.2,0,1,"BETPAP",14,0.145,0.224,163,137.2,1.05685131195335,31.4,142,319,298,272.2,26.3865546218487,NA,NA
"BETPAP_168",16,32,1,3,39.7,0.167,0.173,0.13,0.18,NA,NA,NA,NA,0.0069,"","24.1",1.9,0,43.7,0,1,"BETPAP",16,0.155,0.17,163,123.3,1.25709651257097,4,142,NA,NA,NA,3.63636363636364,NA,NA
"BETPOP_14",15,34,0,1,56.2,0.147,0.18,0.22,0.3,2019-11-15,NA,NA,NA,0.0111,"-0.03","28.35",5.5,0,79.1,0,0,"BETPOP",19,0.26,0.1635,176,119.8,2.17028380634391,22.9,176,319,319,262.8,16.1267605633803,NA,-0.000680929226563848
"BETPOP_24",22,41,1,1,56.4,0.149,0.154,0.18,0.2,2019-11-26,NA,NA,NA,0.01,"0","27.225",5.1,0,68,0,0,"BETPOP",19,0.19,0.1515,176,119.6,1.58862876254181,11.6,176,330,330,273.6,8.59259259259259,NA,-0.0023112466086002
"BETPOP_34",15,36,0,1,60.5,0.147,0.15,0.34,0.36,2019-11-26,NA,NA,NA,0.0162,"-0.05","33.225",2.1,0,62.6,0,0,"BETPOP",21,0.35,0.1485,176,115.5,3.03030303030303,2.1,176,330,330,269.5,1.5,NA,0.000405949028127051
"BETPOP_44",22,38,1,1,56.5,0.122,0.138,0.33,0.25,NA,NA,NA,NA,0.0179,"0","34.8",9.3,0,64.8,0,0,"BETPOP",16,0.29,0.13,176,119.5,2.42677824267782,8.3,176,NA,NA,NA,6.01449275362319,NA,-0.0023112466086002
"BETPOP_54",22,38,0,1,53.8,0.158,0.154,0.25,0.49,2019-11-19,NA,NA,NA,0.0132,"-0.07","30.375",3.8,0,67.4,0,0,"BETPOP",16,0.37,0.156,176,122.2,3.0278232405892,13.6,176,323,323,269.2,9.85507246376812,NA,0.00149282728281795
"BETPOP_64",20,38,1,1,49.4,0.16,0.155,0.17,0.17,2019-11-26,NA,NA,NA,0.0134,"0.02","30.6",4.9,0,56.2,0,0,"BETPOP",18,0.17,0.1575,176,126.6,1.34281200631912,6.8,176,330,330,280.6,4.92753623188406,NA,-0.00339812486329109
"BETPOP_74",20,31,0,1,39.4,0.12,0.134,0.18,0.31,2019-11-26,NA,NA,NA,0.0105,"-0.01","27.8",7.4,0,68.8,0,0,"BETPOP",11,0.245,0.127,176,136.6,1.79355783308931,29.4,176,330,330,290.6,20.2758620689655,NA,-0.00176780748125475
"BETPOP_84",27,41,1,1,45.1,0.173,0.134,0.19,0.35,NA,NA,NA,NA,0.0093,"0.02","26.575",7.8,0,86.8,0,0,"BETPOP",14,0.27,0.1535,176,130.9,2.06264323911383,41.7,176,NA,NA,NA,30.8888888888889,NA,-0.00339812486329109
"BETPOP_94",17,41,0,1,46.2,0.144,0.157,0.59,0.39,NA,NA,NA,NA,0.0125,"0.06","29.7",7.7,0,75.6,0,0,"BETPOP",24,0.49,0.1505,176,129.8,3.77503852080123,29.4,176,NA,NA,NA,21.7777777777778,NA,-0.00557188137267289
"BETPOP_104",24,41,1,1,44.8,0.156,0.138,0.36,0.3,NA,NA,NA,NA,0.012,"0.01","29.3",8,0,56.7,0,0,"BETPOP",17,0.33,0.147,176,131.2,2.51524390243902,11.9,176,NA,NA,NA,8.81481481481482,NA,-0.00285468573594565
"BETPOP_114",20,38,0,1,55.7,0.137,0.146,0.21,0.39,NA,NA,NA,NA,0.012,"0.08","29.25",3.5,0,77.4,0,0,"BETPOP",18,0.3,0.1415,176,120.3,2.49376558603491,21.7,176,NA,NA,NA,15.7246376811594,NA,-0.00665875962736379
"BETPOP_124",17,38,1,1,37.1,0.175,0.124,0.22,0.28,NA,NA,NA,NA,0.0272,"0.05","42.625",7.9,0,77.6,0,0,"BETPOP",21,0.25,0.1495,176,138.9,1.79985601151908,40.5,176,NA,NA,NA,29.3478260869565,NA,-0.00502844224532744
"BETPOP_134",20,34,0,1,52.8,0.169,0.197,0.36,0.3,NA,NA,NA,NA,0.0145,"0.04","31.65",5.5,0,75.2,0,0,"BETPOP",14,0.33,0.183,176,123.2,2.67857142857143,22.4,176,NA,NA,NA,15.7746478873239,NA,-0.00448500311798199
"BETPOP_144",17,38,1,1,43.8,0.157,0.126,0.36,0.37,NA,NA,NA,NA,0.0219,"0.02","38.25",13,0,65,0,0,"BETPOP",21,0.365,0.1415,176,132.2,2.76096822995461,21.2,176,NA,NA,NA,15.3623188405797,NA,-0.00339812486329109
"BETPOP_154",15,34,0,1,51.7,0.153,0.166,0.34,0.49,NA,NA,NA,NA,0.0141,"-0.03","31.3",11.5,0,77.2,0,0,"BETPOP",19,0.415,0.1595,176,124.3,3.33869670152856,25.5,176,NA,NA,NA,17.9577464788732,NA,-0.000680929226563848
"BETPOP_164",24,41,1,1,47,0.157,0.135,0.32,0.4,2019-11-26,NA,NA,NA,0.0079,"0.05","25.1",6.3,0,56.2,0,0,"BETPOP",17,0.36,0.146,176,129,2.7906976744186,9.2,176,330,330,283,6.81481481481482,NA,-0.00502844224532744
"BETPOP_16",14,32,0,2,50.2,0.139,0.229,0.2,0.21,NA,NA,NA,NA,0.0171,"","34.025",7,0,91.2,1,0,"BETPOP",18,0.205,0.184,177,126.8,1.61671924290221,41,177,NA,NA,NA,28.2758620689655,NA,NA
"BETPOP_26",23,37,1,2,48.8,0.165,0.132,0.26,0.23,NA,NA,NA,NA,0.0129,"","30.15",5.9,0,86.7,1,0,"BETPOP",14,0.245,0.1485,177,128.2,1.91107644305772,37.9,177,NA,NA,NA,27.0714285714286,NA,NA
"BETPOP_36",16,32,0,2,36,0.151,0.16,0.28,0.36,NA,NA,NA,NA,0.0137,"","30.925",21.1,1,45.6,1,0,"BETPOP",16,0.32,0.1555,177,141,2.26950354609929,9.6,177,NA,NA,NA,6.62068965517242,NA,NA
"BETPOP_46",18,40,1,2,51.4,0.169,0.149,0.5,0.38,NA,NA,NA,NA,0.0122,"","29.45",4.3,1,77.4,1,0,"BETPOP",22,0.44,0.159,177,125.6,3.5031847133758,26,177,NA,NA,NA,18.978102189781,NA,NA
"BETPOP_56",14,30,0,2,36.2,0.157,0.149,0.28,0.32,NA,NA,NA,NA,0.0106,"","27.9",17.5,0,82.4,1,0,"BETPOP",16,0.3,0.153,177,140.8,2.13068181818182,46.2,177,NA,NA,NA,31.4285714285714,NA,NA
"BETPOP_66",23,37,1,2,54.8,0.131,0.161,0.2,0.27,2019-11-26,NA,NA,NA,0.0091,"","26.4",4.4,1,83.7,1,0,"BETPOP",14,0.235,0.146,177,122.2,1.92307692307692,28.9,177,330,330,275.2,20.6428571428571,NA,NA
"BETPOP_76",18,35,0,2,59.1,0.141,0.188,0.2,0.26,NA,NA,NA,NA,0.0098,"","27.075",3.4,0,69.5,1,0,"BETPOP",17,0.23,0.1645,177,117.9,1.95080576759966,10.4,177,NA,NA,NA,7.32394366197183,NA,NA
"BETPOP_86",14,32,1,2,46,0.135,0.145,0.25,0.17,NA,NA,NA,NA,0.0064,"","23.525",3.5,0,69.3,1,0,"BETPOP",18,0.21,0.14,177,131,1.6030534351145,23.3,177,NA,NA,NA,16.0689655172414,NA,NA
"BETPOP_96",18,32,0,2,51.3,0.153,0.181,0.36,0.37,NA,NA,NA,NA,0.0181,"","34.925",5.4,0,82.4,1,0,"BETPOP",14,0.365,0.167,177,125.7,2.90373906125696,31.1,177,NA,NA,NA,21.448275862069,NA,NA
"BETPOP_106",16,32,1,2,34.2,0.134,0.143,0.28,0.21,NA,NA,NA,NA,0.0104,"","27.675",7.6,1,64.9,1,0,"BETPOP",16,0.245,0.1385,177,142.8,1.7156862745098,30.7,177,NA,NA,NA,21.1724137931035,NA,NA
"BETPOP_116",16,32,0,2,43.6,0.145,0.143,0.16,0.18,NA,NA,NA,NA,0.0143,"","31.475",3.3,0,58.9,1,0,"BETPOP",16,0.17,0.144,177,133.4,1.2743628185907,15.3,177,NA,NA,NA,10.551724137931,NA,NA
"BETPOP_126",25,40,1,2,50,0.153,0.12,0.2,0.3,2019-11-26,NA,NA,NA,0.0104,"","27.625",4.8,1,85.2,1,0,"BETPOP",15,0.25,0.1365,177,127,1.96850393700787,35.2,177,330,330,280,25.6934306569343,NA,NA
"BETPOP_136",18,32,0,2,46.2,0.123,0.15,0.2,0.21,2019-11-26,NA,NA,NA,0.0276,"","42.9",11.2,0,78.5,1,0,"BETPOP",14,0.205,0.1365,177,130.8,1.56727828746177,32.3,177,330,330,283.8,22.2758620689655,NA,NA
"BETPOP_146",18,32,1,2,47.4,0.15,0.135,0.17,0.3,NA,NA,NA,NA,0.015,"","32.075",5.9,0,75.2,1,0,"BETPOP",14,0.235,0.1425,177,129.6,1.81327160493827,27.8,177,NA,NA,NA,19.1724137931035,NA,NA
"BETPOP_156",16,32,0,2,56.8,0.154,0.172,0.18,0.25,NA,NA,NA,NA,0.0237,"","39.75",9.9,0,105.7,1,0,"BETPOP",16,0.215,0.163,177,120.2,1.78868552412646,48.9,177,NA,NA,NA,33.7241379310345,NA,NA
"BETPOP_166",25,37,1,2,53.4,0.151,0.169,0.39,0.24,NA,NA,NA,NA,0.0137,"","30.875",5.2,0,84.7,1,0,"BETPOP",12,0.315,0.16,177,123.6,2.54854368932039,31.3,177,NA,NA,NA,22.3571428571429,NA,NA
"BETPOP_18",16,29,0,3,51.8,0.131,0.138,0.16,0.25,NA,NA,NA,NA,0.0114,"","28.625",6.6,0,75.6,0,1,"BETPOP",13,0.205,0.1345,163,111.2,1.84352517985612,23.8,142,NA,NA,NA,21.0619469026549,NA,NA
"BETPOP_28",18,32,1,3,54.1,0.112,0.116,0.18,0.33,NA,NA,NA,NA,0.008,"","25.2",6.1,0,76.5,0,1,"BETPOP",14,0.255,0.114,163,108.9,2.34159779614325,22.4,142,NA,NA,NA,20.3636363636364,NA,NA
"BETPOP_38",21,32,0,3,46.6,0.11,0.133,0.19,0.19,NA,NA,NA,NA,0.0129,"","30.125",3.3,1,66.9,0,1,"BETPOP",11,0.19,0.1215,163,116.4,1.63230240549828,20.3,142,NA,NA,NA,18.4545454545455,NA,NA
"BETPOP_48",21,32,1,3,47.9,0.147,0.11,0.26,0.16,2019-11-19,NA,NA,NA,0.0116,"","28.825",7.5,0,74.5,0,1,"BETPOP",11,0.21,0.1285,163,115.1,1.82450043440487,26.6,142,323,302,254.1,24.1818181818182,NA,NA
"BETPOP_58",16,29,0,3,41.4,0.147,0.125,0.18,0.21,NA,NA,NA,NA,0.0102,"","27.5",4.9,0,58.4,0,1,"BETPOP",13,0.195,0.136,163,121.6,1.60361842105263,17,142,NA,NA,NA,15.0442477876106,NA,NA
