"id","budburst","leafout","tx","chill","lo.ht","thick1","thick2","tough1","tough2","budset","shoots","roots","ht.final","mg.cm2","phenol","chlavg","ht.diff","meristem","ht.prebudset","chill1","chill2","species","dvr","tough","thick","tough.date","tough.age","reltough","ht.late","ht.date.new","bset","budsetdoy","gslength","rgr_prebudset","rgr_final","folin"
"BETPOP_68",18,32,1,3,53.4,0.085,0.118,0.33,0.18,NA,NA,NA,NA,0.0116,"","28.85",3,0,80.6,0,1,"BETPOP",14,0.255,0.1015,163,109.6,2.32664233576642,27.2,142,NA,NA,NA,24.7272727272727,NA,NA
"BETPOP_78",14,26,0,3,51.6,0.126,0.108,0.45,0.38,NA,NA,NA,NA,0.0269,"","42.35",6.7,0,73.5,0,1,"BETPOP",12,0.415,0.117,163,111.4,3.72531418312388,21.9,142,NA,NA,NA,18.8793103448276,NA,NA
"BETPOP_88",14,37,1,3,50.6,0.124,0.096,0.21,0.2,NA,NA,NA,NA,0.0102,"","27.45",5.3,0,81.3,0,1,"BETPOP",23,0.205,0.11,163,112.4,1.82384341637011,30.7,142,NA,NA,NA,29.2380952380952,NA,NA
"BETPOP_98",21,32,0,3,54.7,0.146,0.109,0.29,0.2,NA,NA,NA,NA,0.0095,"","26.8",4.3,0,77.1,0,1,"BETPOP",11,0.245,0.1275,163,108.3,2.26223453370268,22.4,142,NA,NA,NA,20.3636363636364,NA,NA
"BETPOP_108",16,32,1,3,55.2,0.114,0.09,0.25,0.12,NA,NA,NA,NA,0.0141,"","31.3",2.2,0,75.4,0,1,"BETPOP",16,0.185,0.102,163,107.8,1.71614100185529,20.2,142,NA,NA,NA,18.3636363636364,NA,NA
"BETPOP_118",14,26,0,3,49.8,0.079,0.085,0.57,0.34,NA,NA,NA,NA,0.0169,"","33.9",6.2,0,78,0,1,"BETPOP",12,0.455,0.082,163,113.2,4.01943462897527,28.2,142,NA,NA,NA,24.3103448275862,NA,NA
"BETPOP_128",16,29,1,3,51.6,0.092,0.136,0.4,0.2,NA,NA,NA,NA,0.0105,"","27.8",6.1,0,79.8,0,1,"BETPOP",13,0.3,0.114,163,111.4,2.69299820466786,28.2,142,NA,NA,NA,24.9557522123894,NA,NA
"BETPOP_138",21,29,0,3,53.7,0.11,0.137,0.21,0.18,NA,NA,NA,NA,0.0198,"","36.4",15.9,0,103.3,0,1,"BETPOP",8,0.195,0.1235,163,109.3,1.78408051235133,49.6,142,NA,NA,NA,43.8938053097345,NA,NA
"BETPOP_148",16,29,1,3,46.3,0.13,0.133,0.2,0.19,2019-11-19,NA,NA,NA,0.0108,"","28.025",7.8,0,74.3,0,1,"BETPOP",13,0.195,0.1315,163,116.7,1.67095115681234,28,142,323,302,255.7,24.7787610619469,NA,NA
"BETPOP_158",14,26,0,3,49,0.112,0.144,0.2,0.16,NA,NA,NA,NA,0.0168,"","33.8",7.2,0,79.7,0,1,"BETPOP",12,0.18,0.128,163,114,1.57894736842105,30.7,142,NA,NA,NA,26.4655172413793,NA,NA
"BETPOP_168",16,32,1,3,46.5,0.139,0.089,0.28,0.17,NA,NA,NA,NA,0.0217,"","38.075",12.1,0,76.9,0,1,"BETPOP",16,0.225,0.114,163,116.5,1.931330472103,30.4,142,NA,NA,NA,27.6363636363636,NA,NA
"CORRAC_14",13,27,0,1,55.8,0.126,0.132,0.33,0.44,2019-09-24,11.8544,15.15,NA,0.0096,"-0.21","26.9",5.1,0,62.5,0,0,"CORRAC",14,0.385,0.129,176,120.2,3.20299500831947,6.7,176,267,267,211.2,4.49664429530201,NA,0.00910097506565424
"CORRAC_24",15,29,1,1,57.6,0.127,0.131,0.52,0.5,2019-10-29,13.079,33.77,66,0.0111,"-0.2","28.35",-0.5,1,57,0,0,"CORRAC",14,0.51,0.129,176,118.4,4.30743243243243,-0.600000000000001,176,302,302,244.4,-0.408163265306123,3.43698854337152,0.00855753593830879
"CORRAC_34",13,31,0,1,61.1,0.129,0.133,0.32,0.39,2019-09-06,9.52755,27.7,63.8,0.015,"-0.29","32.075",1.6,NA,62.5,0,0,"CORRAC",18,0.355,0.131,176,114.9,3.08964316797215,1.4,176,249,249,187.9,0.965517241379309,1.43693453964875,0.0134484880844178
"CORRAC_44",29,45,1,1,31.8,0.099,0.117,0.59,0.6,2019-10-04,16.36066,38.9,NA,0.01,"-0.2","27.25",0.8,NA,43,0,0,"CORRAC",16,0.595,0.108,176,144.2,4.12621359223301,11.2,176,277,277,245.2,8.54961832061069,NA,0.00855753593830879
"CORRAC_54",13,24,0,1,34.2,0.119,0.155,0.54,0.42,2019-10-22,15.0487,23.551,68.5,0.0128,"-0.1","30.05",13.7,0,46,0,0,"CORRAC",11,0.48,0.137,176,141.8,3.38504936530324,11.8,176,295,295,260.8,7.76315789473684,13.1518404907975,0.0031231446648543
"CORRAC_64",17,41,1,1,54.4,0.118,0.178,0.38,0.43,2019-08-30,4.20826,17,56.4,0.0174,"-0.15","34.275",3.7,1,52.7,0,0,"CORRAC",24,0.405,0.148,176,121.6,3.33059210526316,-1.7,176,242,242,187.6,-1.25925925925926,1.06609808102345,0.00584034030158154
"CORRAC_74",20,45,0,1,51.6,0.145,0.158,0.29,0.43,2019-09-26,19.18285,34.72,93.5,0.024,"-0.23","40.025",1.7,NA,55.3,0,0,"CORRAC",25,0.36,0.1515,176,124.4,2.89389067524116,3.7,176,269,269,217.4,2.82442748091603,19.2732290708372,0.0101878533203451
"CORRAC_84",29,43,1,1,51.8,0.126,0.137,0.42,0.38,2019-09-06,14.65732,24.73,91.7,0.0142,"-0.27","31.325",4.4,NA,55.8,0,0,"CORRAC",14,0.4,0.1315,176,124.2,3.22061191626409,4,176,249,249,197.2,3.00751879699248,20.2332657200811,0.0123616098297269
"CORRAC_94",17,36,0,1,54.1,0.11,0.136,0.41,0.46,2019-10-11,19.9156,34.93,54.4,0.0118,"-0.25","29.05",5,0,65.2,0,0,"CORRAC",19,0.435,0.123,176,121.9,3.56849876948318,11.1,176,284,284,229.9,7.92857142857143,0.130491518051325,0.011274731575036
"CORRAC_104",14,36,1,1,49.2,0.094,0.122,0.27,0.41,2019-10-15,16.92093,28.39,85.4,0.0154,"-0.21","32.525",-0.9,1,61.2,0,0,"CORRAC",22,0.34,0.108,176,126.8,2.6813880126183,12,176,288,288,238.8,8.57142857142857,15.1591289782245,0.00910097506565424
"CORRAC_114",20,41,0,1,51.3,0.113,0.131,0.37,0.28,2019-10-17,20.49596,48.16,85.6,0.0224,"-0.22","38.675",6,1,58.9,0,0,"CORRAC",21,0.325,0.122,176,124.7,2.60625501202887,7.6,176,290,290,238.7,5.62962962962963,14.3695014662757,0.00964441419299969
"CORRAC_124",8,27,1,1,58.2,0.09,0.136,0.35,0.37,2019-08-30,9.228,29.88,61.5,0.0127,"-0.24","29.95",3.2,NA,61,0,0,"CORRAC",19,0.36,0.113,176,117.8,3.05602716468591,2.8,176,242,242,183.8,1.87919463087248,1.79542981501632,0.0107312924476906
"CORRAC_134",10,27,0,1,53.6,0.103,0.115,0.26,0.32,2019-08-30,7.6557,18.41,61.2,0.0043,"-0.23","21.2",6.8,NA,60.6,0,0,"CORRAC",17,0.29,0.109,176,122.4,2.36928104575163,7,176,242,242,188.4,4.69798657718121,4.03397027600849,0.0101878533203451
"CORRAC_144",10,31,1,1,60.8,0.121,0.171,0.23,0.11,2019-08-30,8.13948,24.44,62.7,0.0201,"-0.06","36.7",2.9,NA,63.4,0,0,"CORRAC",21,0.17,0.146,176,115.2,1.47569444444444,2.6,176,242,242,181.2,1.79310344827586,1.04856512141281,0.0009493881554725
"CORRAC_154",8,22,0,1,55.4,0.115,0.124,0.36,0.34,2019-10-17,16.25216,46.5,63.5,0.011,"-0.26","28.25",5.3,NA,59.9,0,0,"CORRAC",14,0.35,0.1195,176,120.6,2.90215588723051,4.5,176,290,290,234.6,2.92207792207792,3.45268542199489,0.0118181707023815
"CORRAC_164",13,29,1,1,58.4,0.094,0.119,0.26,0.28,2019-09-06,7.4456,23.53,61,0.0158,"-0.26","32.825",2.6,NA,60.5,0,0,"CORRAC",16,0.27,0.1065,176,117.6,2.29591836734694,2.1,176,249,249,190.6,1.42857142857143,1.36411332633788,0.0118181707023815
"CORRAC_16",14,32,0,2,48.4,0.173,0.195,0.27,0.22,2019-09-10,4.86905,18.3,53,0.014,"","31.175",3.5,NA,52.5,1,0,"CORRAC",18,0.245,0.184,177,128.6,1.90513219284603,4.1,177,253,253,204.6,2.82758620689655,2.24828934506354,NA
"CORRAC_26",21,43,1,2,39.5,0.12,0.148,0.31,0.49,2019-09-24,10.41492,21.69,NA,0.008,"","25.225",1.4,NA,48.2,1,0,"CORRAC",22,0.4,0.134,177,137.5,2.90909090909091,8.7,177,267,267,227.5,6.49253731343284,NA,NA
"CORRAC_36",14,30,0,2,57.6,0.19,0.252,0.24,0.33,2019-11-01,7.747,39.65,61,0.0078,"","25.05",5.9,0,63.8,1,0,"CORRAC",16,0.285,0.221,177,119.4,2.38693467336683,6.2,177,305,305,247.4,4.21768707482993,1.37429264349232,NA
"CORRAC_46",23,43,1,2,53.8,0.115,0.126,0.27,0.33,2019-11-01,16.476,32.167,75.2,0.0101,"","27.35",-0.2,0,54.2,1,0,"CORRAC",20,0.3,0.1205,177,123.2,2.43506493506494,0.400000000000006,177,305,305,251.2,0.298507462686571,8.51910828025478,NA
"CORRAC_56",25,40,0,2,39.6,0.175,0.171,0.24,0.34,2019-10-17,10.977,30.55,59.1,0.0159,"","32.925",5,1,40.5,1,0,"CORRAC",15,0.29,0.173,177,137.4,2.11062590975255,0.899999999999999,177,290,290,250.4,0.656934306569342,7.78753993610224,NA
"CORRAC_66",14,30,1,2,39.1,0.181,0.151,0.26,0.25,2019-09-06,15.59698,24.13,58.8,0.0158,"","32.825",5.9,NA,65.1,1,0,"CORRAC",16,0.255,0.166,177,137.9,1.84916606236403,26,177,249,249,209.9,17.687074829932,9.38542162934731,NA
"CORRAC_76",16,30,0,2,52,0.143,0.13,0.42,0.56,2019-09-24,12.47321,26.07,NA,0.0119,"","29.125",9.9,0,61.6,1,0,"CORRAC",14,0.49,0.1365,177,125,3.92,9.6,177,267,267,215,6.53061224489796,NA,NA
"CORRAC_86",21,37,1,2,48.2,0.144,0.168,0.24,0.29,2019-09-06,24.56077,23.54,98.7,0.0117,"","28.975",3.3,NA,90.1,1,0,"CORRAC",16,0.265,0.156,177,128.8,2.05745341614907,41.9,177,249,249,200.8,29.9285714285714,25.1494023904382,NA
"CORRAC_96",14,28,0,2,48.2,0.169,0.195,0.22,0.21,2019-09-06,6.77514,15.99,51.2,0.0128,"","30.05",2.4,NA,57.5,1,0,"CORRAC",14,0.215,0.182,177,128.8,1.66925465838509,9.3,177,249,249,200.8,6.24161073825503,1.49402390438247,NA
"CORRAC_106",21,43,1,2,51.2,0.16,0.162,0.24,0.25,2019-09-10,10.80958,24.3,58.8,0.0175,"","34.375",2.3,NA,52.1,1,0,"CORRAC",22,0.245,0.161,177,125.8,1.94753577106518,0.899999999999999,177,253,253,201.8,0.671641791044775,3.76610505450941,NA
"CORRAC_116",14,35,0,2,51.4,0.117,0.142,0.18,0.21,2019-11-26,NA,NA,NA,0.0089,"","26.1",5.8,1,57.6,1,0,"CORRAC",21,0.195,0.1295,177,125.6,1.55254777070064,6.2,177,330,330,278.6,4.36619718309859,NA,NA
"CORRAC_126",11,28,1,2,43.6,0.142,0.171,0.38,0.38,2019-09-06,9.609,24.648,NA,0.0128,"","30.05",5.2,NA,47.2,1,0,"CORRAC",17,0.38,0.1565,177,133.4,2.84857571214393,3.6,177,249,249,205.4,2.41610738255034,NA,NA
"CORRAC_136",7,21,0,2,50.2,0.166,0.165,0.31,0.33,2019-11-26,NA,NA,NA,0.0141,"","31.3",6.6,0,64.3,1,0,"CORRAC",14,0.32,0.1655,177,126.8,2.52365930599369,14.1,177,330,330,279.8,9.03846153846153,NA,NA
"CORRAC_146",9,30,1,2,50.2,0.098,0.111,0.36,0.18,2019-11-11,20.38,33.64,111.7,0.0193,"","36",-2.8,1,50,1,0,"CORRAC",21,0.27,0.1045,177,126.8,2.12933753943218,-0.200000000000003,177,315,315,264.8,-0.136054421768709,23.2250755287009,NA
"CORRAC_156",14,32,0,2,45,0.12,0.15,0.1,0.23,2019-11-11,22.66,33.58,105.4,0.0193,"","36",6.5,1,54.9,1,0,"CORRAC",18,0.165,0.135,177,132,1.25,9.9,177,315,315,270,6.82758620689655,22.3703703703704,NA
"CORRAC_166",11,28,1,2,34.2,0.108,0.147,0.48,0.44,2019-09-26,21.23096,28.31,92.2,0.0135,"","30.7",14.8,NA,57.8,1,0,"CORRAC",17,0.46,0.1275,177,142.8,3.22128851540616,23.6,177,269,269,234.8,15.8389261744966,24.7018739352641,NA
"CORRAC_18",14,29,0,3,62.9,0.113,0.184,0.3,0.15,2019-10-17,12.84,65.28,61.5,0.0249,"","40.775",1.4,0,63.4,0,1,"CORRAC",15,0.225,0.1485,163,100.1,2.24775224775225,0.5,142,290,269,206.1,0.442477876106195,-0.679281901989325,NA
"CORRAC_28",9,37,1,3,49.5,0.082,0.129,0.41,0.32,2019-09-10,13.69,16.33,NA,0.0072,"","24.375",1.7,NA,53.7,0,1,"CORRAC",28,0.365,0.1055,163,113.5,3.215859030837,4.2,142,253,232,182.5,4,NA,NA
"CORRAC_38",18,29,0,3,41.6,0.094,0.122,0.53,0.42,2019-10-22,10.564,37.598,65.4,0.0126,"","29.8",3.9,0,56.3,0,1,"CORRAC",11,0.475,0.108,163,121.4,3.91268533772652,14.7,142,295,274,232.4,13.0088495575221,10.2409638554217,NA
"CORRAC_48",18,32,1,3,50.3,0.105,0.171,0.13,0.35,2019-10-15,18.13,35.78,79.8,0.0166,"","33.6",6.2,1,35,0,1,"CORRAC",14,0.24,0.138,163,112.7,2.12954747116238,-15.3,142,288,267,216.7,-13.9090909090909,13.6132902630365,NA
"CORRAC_58",26,37,0,3,49.6,0.097,0.118,0.22,0.18,2019-10-15,27.66,53.48,105.5,0.0138,"","31",1.2,0,89,0,1,"CORRAC",11,0.2,0.1075,163,113.4,1.7636684303351,39.4,142,288,267,217.4,37.5238095238095,25.7129714811408,NA
"CORRAC_68",11,29,1,3,56,0.136,0.149,0.34,0.2,2019-09-24,10.37,22.48,NA,0.0111,"","28.35",4.1,NA,56.1,0,1,"CORRAC",18,0.27,0.1425,163,107,2.52336448598131,0.100000000000001,142,267,246,190,0.0884955752212402,NA,NA
"CORRAC_78",7,21,0,3,36.2,0.141,0.175,0.36,0.31,2019-09-10,8.86,37.3,38.5,0.0231,"","39.225",3.1,NA,39.1,0,1,"CORRAC",14,0.335,0.158,163,126.8,2.64195583596215,2.9,142,253,232,195.8,2.39669421487603,1.17466802860061,NA
"CORRAC_88",16,32,1,3,40.6,0.078,0.089,0.4,0.52,2019-10-22,17.609,37.643,92.3,0.0069,"","24",7.6,1,45.3,0,1,"CORRAC",16,0.46,0.0835,163,122.4,3.75816993464052,4.7,142,295,274,233.4,4.27272727272727,22.1508140531277,NA
"CORRAC_98",23,32,0,3,55,0.095,0.102,0.41,0.37,2019-11-15,NA,NA,NA,0.026,"","41.65",4,1,59.7,0,1,"CORRAC",9,0.39,0.0985,163,108,3.61111111111111,4.7,142,319,298,243,4.27272727272728,NA,NA
"CORRAC_108",7,26,1,3,55.9,0.116,0.143,0.24,0.18,2019-10-17,13.4,29.699,78.9,0.0195,"","36.2",3.7,1,57.4,0,1,"CORRAC",19,0.21,0.1295,163,107.1,1.96078431372549,1.5,142,290,269,213.1,1.29310344827586,10.793054903801,NA
"CORRAC_118",7,21,0,3,53.4,0.113,0.139,0.34,0.31,2019-09-10,8.05,40.87,59.6,0.02,"","36.575",5.4,NA,59.1,0,1,"CORRAC",14,0.325,0.126,163,109.6,2.96532846715328,5.7,142,253,232,178.6,4.71074380165289,3.47144456886898,NA
"CORRAC_128",14,35,1,3,47.3,0.094,0.099,0.32,0.42,2019-10-22,16.49,46.785,88.7,0.0224,"","38.675",0.2,1,58.8,0,1,"CORRAC",21,0.37,0.0965,163,115.7,3.19792566983578,11.5,142,295,274,226.7,10.7476635514019,18.2620202911337,NA
"CORRAC_138",9,26,0,3,60.4,0.099,0.121,0.32,0.17,2019-09-24,8.789,25.6,NA,0.0181,"","34.95",6.1,NA,64.5,0,1,"CORRAC",17,0.245,0.11,163,102.6,2.38791423001949,4.1,142,267,246,185.6,3.53448275862069,NA,NA
"CORRAC_148",14,32,1,3,55.6,0.087,0.101,0.36,0.49,2019-09-06,16.59,25.98,68.9,0.0133,"","30.55",-1.2,NA,60.5,0,1,"CORRAC",18,0.425,0.094,163,107.4,3.95716945996276,4.9,142,249,228,172.4,4.45454545454545,7.71461716937355,NA
"CORRAC_158",14,35,0,3,50.2,0.09,0.097,0.44,0.32,NA,17.81,34.237,100,0.0121,"","29.325",5.7,0,56.8,0,1,"CORRAC",21,0.38,0.0935,163,112.8,3.36879432624113,6.59999999999999,142,NA,NA,NA,6.16822429906542,NA,NA
"CORRAC_168",7,29,1,3,58.6,0.096,0.158,0.44,0.14,2019-07-30,13.58,45.6,59.1,0.0179,"","34.8",5.1,NA,63.9,0,1,"CORRAC",22,0.29,0.127,163,104.4,2.77777777777778,5.3,142,211,190,131.4,4.69026548672566,0.380517503805175,NA
"FAGGRA_14",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_24",64,80,1,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","26.65",-0.7,NA,NA,0,0,"FAGGRA",16,NA,NA,176,131,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_34",62,71,0,1,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","28.325",-0.4,NA,NA,0,0,"FAGGRA",9,NA,NA,176,135.8,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_44",66,83,1,1,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","25.575",-0.6,NA,NA,0,0,"FAGGRA",17,NA,NA,176,149.1,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_54",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_64",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_74",97,120,0,1,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",-28.3,NA,NA,0,0,"FAGGRA",23,NA,NA,176,147.7,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_84",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_94",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_104",69,94,1,1,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",-34.1,NA,NA,0,0,"FAGGRA",25,NA,NA,176,141.9,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_114",80,94,0,1,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",-27.7,NA,NA,0,0,"FAGGRA",14,NA,NA,176,148.3,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_124",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_134",83,94,0,1,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",-30.3,NA,NA,0,0,"FAGGRA",11,NA,NA,176,145.7,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_144",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_154",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_164",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,0,"FAGGRA",NA,NA,NA,176,NA,NA,NA,176,NA,NA,NA,NA,NA,NA
"FAGGRA_16",81,102,0,2,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",-30.8,NA,NA,1,0,"FAGGRA",21,NA,NA,177,146.2,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_26",64,79,1,2,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",-35.9,NA,NA,1,0,"FAGGRA",15,NA,NA,177,141.1,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_36",NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_46",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_56",NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_66",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_76",60,70,0,2,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","26.325",0.5,NA,NA,1,0,"FAGGRA",10,NA,NA,177,147.8,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_86",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_96",63,74,0,2,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","27.3",0.5,NA,NA,1,0,"FAGGRA",11,NA,NA,177,138.4,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_106",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_116",NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_126",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_136",53,63,0,2,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","26.25",0.1,NA,NA,1,0,"FAGGRA",10,NA,NA,177,156.9,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_146",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_156",63,70,0,2,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","24.625",0.7,NA,NA,1,0,"FAGGRA",7,NA,NA,177,155.1,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_166",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,1,0,"FAGGRA",NA,NA,NA,177,NA,NA,NA,177,NA,NA,NA,NA,NA,NA
"FAGGRA_18",NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_28",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_38",NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_48",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_58",NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_68",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_78",NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_88",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_98",NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
"FAGGRA_108",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","#DIV/0!",0,NA,NA,0,1,"FAGGRA",NA,NA,NA,163,NA,NA,NA,142,NA,NA,NA,NA,NA,NA
